8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,2,20,2,2,2,2,2,2,20,1,1,9,1,4,9,1,1,3,3,26,3,3,3,3,3,3,1,1,8
8,1,1,20,2,2,2,2,2,2,20,2,1,1,9,1,4,9,1,1,3,3,26,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,2,2,20,2,2,1,1,9,1,4,9,1,1,3,3,26,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,2,20,2,2,2,1,1,9,1,4,9,1,1,3,3,26,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,20,2,2,2,2,1,1,9,1,4,9,1,1,3,3,26,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,20,2,2,2,2,2,1,1,9,1,4,9,1,1,3,3,26,3,3,3,3,3,3,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,9,9,9,9,9,9,9,9,9,9,9,9,1,11,11,1,9,9,9,9,9,9,9,9,9,9,9,9,1,8
8,1,1,5,5,5,5,5,5,5,5,5,5,5,11,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,9,9,9,9,9,9,9,9,9,9,9,9,1,11,11,1,9,9,9,9,9,9,9,9,9,9,9,9,1,8
8,1,1,1,1,1,27,1,1,1,1,27,1,1,9,1,4,9,1,1,2,2,39,2,2,2,2,2,39,1,1,8
8,1,1,1,1,27,1,1,1,1,27,1,1,1,9,1,4,9,1,1,2,39,2,2,2,2,2,39,2,1,1,8
8,1,1,1,27,1,1,1,1,27,1,1,1,1,9,1,4,9,1,1,39,2,2,2,2,2,39,2,2,1,1,8
8,1,1,27,1,1,1,1,27,1,1,1,1,1,9,1,4,9,1,1,2,2,2,2,2,39,2,2,2,1,1,8
8,1,1,1,1,1,1,27,1,1,1,1,1,1,9,1,4,9,1,1,2,2,2,2,39,2,2,2,2,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
