8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,2,32,2,2,2,2,2,2,32,1,1,9,1,4,9,1,1,3,3,44,3,3,3,3,3,3,1,1,8
8,1,1,32,2,2,2,2,2,2,32,2,1,1,9,1,4,9,1,1,3,3,44,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,2,2,32,2,2,1,1,9,1,4,9,1,1,3,3,44,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,2,32,2,2,2,1,1,9,1,4,9,1,1,3,3,44,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,32,2,2,2,2,1,1,9,1,4,9,1,1,3,3,44,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,32,2,2,2,2,2,1,1,9,1,4,9,1,1,3,3,44,3,3,3,3,3,3,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,9,9,9,9,9,9,9,9,9,9,9,9,1,11,11,1,9,9,9,9,9,9,9,9,9,9,9,9,1,8
8,1,1,5,5,5,5,5,5,5,5,5,5,5,11,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,9,9,9,9,9,9,9,9,9,9,9,9,1,11,11,1,9,9,9,9,9,9,9,9,9,9,9,9,1,8
8,1,1,1,1,1,48,1,1,1,1,48,1,1,9,1,4,9,1,1,2,2,31,2,2,2,2,2,31,1,1,8
8,1,1,1,1,48,1,1,1,1,48,1,1,1,9,1,4,9,1,1,2,31,2,2,2,2,2,31,2,1,1,8
8,1,1,1,48,1,1,1,1,48,1,1,1,1,9,1,4,9,1,1,31,2,2,2,2,2,31,2,2,1,1,8
8,1,1,48,1,1,1,1,48,1,1,1,1,1,9,1,4,9,1,1,2,2,2,2,2,31,2,2,2,1,1,8
8,1,1,1,1,1,1,48,1,1,1,1,1,1,9,1,4,9,1,1,2,2,2,2,31,2,2,2,2,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
