8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,2,56,2,2,2,2,2,2,56,1,1,9,1,4,9,1,1,3,3,45,3,3,3,3,3,3,1,1,8
8,1,1,56,2,2,2,2,2,2,56,2,1,1,9,1,4,9,1,1,3,3,45,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,2,2,56,2,2,1,1,9,1,4,9,1,1,3,3,45,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,2,56,2,2,2,1,1,9,1,4,9,1,1,3,3,45,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,2,56,2,2,2,2,1,1,9,1,4,9,1,1,3,3,45,3,3,3,3,3,3,1,1,8
8,1,1,2,2,2,56,2,2,2,2,2,1,1,9,1,4,9,1,1,3,3,45,3,3,3,3,3,3,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,9,9,9,9,9,9,9,9,9,9,9,9,1,11,11,1,9,9,9,9,9,9,9,9,9,9,9,9,1,8
8,1,1,5,5,5,5,5,5,5,5,5,5,5,11,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,9,9,9,9,9,9,9,9,9,9,9,9,1,11,11,1,9,9,9,9,9,9,9,9,9,9,9,9,1,8
8,1,1,1,1,1,37,1,1,1,1,37,1,1,9,1,4,9,1,1,2,2,14,2,2,2,2,2,14,1,1,8
8,1,1,1,1,37,1,1,1,1,37,1,1,1,9,1,4,9,1,1,2,14,2,2,2,2,2,14,2,1,1,8
8,1,1,1,37,1,1,1,1,37,1,1,1,1,9,1,4,9,1,1,14,2,2,2,2,2,14,2,2,1,1,8
8,1,1,37,1,1,1,1,37,1,1,1,1,1,9,1,4,9,1,1,2,2,2,2,2,14,2,2,2,1,1,8
8,1,1,1,1,1,1,37,1,1,1,1,1,1,9,1,4,9,1,1,2,2,2,2,14,2,2,2,2,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
